Time,Subtitle,Translation,Transliteration,K-Drama Title,Year,Episode,Cue,Cue Type,Speech Level
37:16:00,안녕하셨어요?,"-Hello, how are you?
-Hello.",annyeonghasyeoss-eo-yo ?,Fight For My Way,2017,1,"V + 시, V + 요","V + 시, V + 요",2
37:16:00,"예, 안녕하세요","-Hello, how are you?
-Hello.","ye , annyeonghase-yo",Fight For My Way,2017,1,V + 요,V + 요,2
37:19:00,요즘 배달도 하세요?,Do you deliver these days?,yojeum baedaldo hase-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
37:21:00,"예, 저도 먹고살려다 보니까...","Yes, I'm trying to make a living. ","ye , jeodo meoggosallyeoda boni-kka ...",Fight For My Way,2017,1,"예, 저","예, 저",2
37:26:00,웬 열무를 두 통째 배달하세요?,Did you bring the whole container?,wen yeolmuleul du tongjjae baedalhase-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
37:26:00,이렇게 퍼주면 뭐 남는다고,You won't be able to make a profit. ,ileohge peojumyeon mwo namneundago,Fight For My Way,2017,1,,,5
37:30:00,장사 잘되시죠?,How's business?,[ meosjjeog-eun us-eum ] jangsa jaldoesijyo ?,Fight For My Way,2017,1,"V + 시, V + 요","V + 시, V + 요",2
37:36:00,"아유, 아유, 아유 옷 버려요, 왜 손으로...","-No, no.  You'll ruin your clothes.
Don't use your hand. ","a-yu , a-yu , a-yu os beolyeo-yo , wae son-eulo ...",Fight For My Way,2017,1,V + 요,V + 요,2
37:39:00,"예, 여기, 여기",Here you go. ,"ye , yeogi , yeogi",Fight For My Way,2017,1,예,예,1
37:43:00,수전증 있으세요?,Do you have shaky hands?,sujeonjeung iss-euse-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
37:45:00,요새 담배를 끊어서 그런가,Maybe because I quit smoking. ,yosae dambaeleul kkeunh-eoseo geuleonga,Fight For My Way,2017,1,,,4
38:00:00,이 쥐새끼 귀 떨어진 머리끈 내 건데?,"That rat hair tie
with a missing ear is mine.",i jwisae-kki gwi tteol-eojin meoli-kkeun nae geonde ?,Fight For My Way,2017,1,,,5
38:05:00,그거 내 건데,I'm sure that's mine. ,geugeo nae geonde,Fight For My Way,2017,1,,,5
38:20:00,근데 왜,How come...,geunde wae,Fight For My Way,2017,1,,,5
38:21:00,무기 추리닝 바지랑 아줌마 윗도리가 세트 같지?,"your top and Moo-ki's pants
look like one outfit?",mugi chulining bajilang ajumma wisdoliga seteu gatji ?,Fight For My Way,2017,1,V + 지,V + 지,5
38:38:00,이거 무기 담배 냄새잖아,This smells like Moo-ki's cigarettes. ,igeo mugi dambae naemsaejanh-a,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
38:58:00,"피해? 야, 야, 이리 와!","-Did you dodge? Come here!
-Wait.","pihae ? ya , ya , ili wa !",Fight For My Way,2017,1,V + 아/어,V + 아/어,5
39:01:00,"너 이리 와, 이리 와! ","-Come here!
-No, listen to me. ","neo ili wa , ili wa ! [ balsoli ]",Fight For My Way,2017,1,V + 아/어,V + 아/어,5
39:08:00,네가 그러고도 사람이냐?,"-Don't go in!
-Sorry!",nega geuleogodo salam-inya ?,Fight For My Way,2017,1,"네가, N + 야/냐/이다/이냐","네가, N + 야/냐/이다/이냐",6
39:10:00,"야, 이놈아!","-Hey!
-Stop it!","ya , inom-a ! [ mugi-ui bimyeong ]",Fight For My Way,2017,1,"야, Adressee + -이/아/야","야, Adressee + -이/아/야",5
39:14:00,그만해!,"-You jerk!
-Help me!",[ bimyeong jileumyeo sseuleojinda ] geumanhae !,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
41:12:00,"미안해요, 참",I'm really sorry. ,"mi-anhae-yo , cham",Fight For My Way,2017,1,,,2
41:55:00,달인 449호 서민 갑부 열무의 여왕이었다,"She had customers lined up.
She was the rich queen of radish kimchi.",dal-in 449ho seomin gabbu yeolmu-ui yeo-wang-i-eossda,Fight For My Way,2017,1,,,6
44:03:00,용달을 부르시든가!,"You should call a truck instead
or you can ride the bike home. ",yongdal-eul buleusideunga !,Fight For My Way,2017,1,V + 요,V + 요,4
44:03:00,"아, 자전거를 타고 가세요!","You should call a truck instead
or you can ride the bike home. ","a , jajeongeoleul tago gase-yo !",Fight For My Way,2017,1,V + 요,V + 요,2
44:08:00,저 자전거 못 타요!,I don't know how to ride a bike!,jeo jajeongeo mos ta-yo !,Fight For My Way,2017,1,V + 요,V + 요,2
44:34:00,누가 순대 달랬지 간 달랬어요?,"I asked for sausage, not liver. ",nuga sundae dallaessji gan dallaess-eo-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
44:37:00,이 시간에 탄수화물을 먹으면 체급 관리가 되냐?,"You should eat protein to build muscles,
not carbs at this hour. ",i sigan-e tansuhwamul-eul meog-eumyeon chegeub gwanliga doenya ? danbaegjil-eul meog-eo-yaji,Fight For My Way,2017,1,,,6
44:37:00,단백질을 먹어야지,"You should eat protein to build muscles,
not carbs at this hour. ",i sigan-e tansuhwamul-eul meog-eumyeon chegeub gwanliga doenya ? danbaegjil-eul meog-eo-yaji,Fight For My Way,2017,1,,,5
44:40:00,이게 무슨 단백질이야 순 싸구려 지방이지,"This isn't protein, it's cheap fat. ",ige museun danbaegjil-i-ya sun ssagulyeo jibang-iji,Fight For My Way,2017,1,N + 지/이지,N + 지/이지,5
44:45:00,너 지금 말 놨냐?,What did you say?,neo jigeum mal nwassnya ?,Fight For My Way,2017,1,V + 냐,V + 냐,6
44:55:00,복귀전을 해도 각이 나올 거 아냐!,so you can make a comeback.,boggwijeon-eul haedo gag-i na-ol geo anya !,Fight For My Way,2017,1,냐,냐,6
44:57:00,"아, 누가 복귀한대요?",-Who said I'd make a comeback?,"a , nuga boggwihandae-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
44:57:00,"허, 누가 뭐래요?",-Did I say anything?,"heo , nuga mwolae-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
45:03:00,그냥 톡 까놓고 한 번 물을게요 우리 동네 왜 자꾸 와요?,Let me ask you honestly.  -Why do you keep coming here?,geunyang tog kkanohgo han beon mul-eulge-yo uli dongne wae ja-kku wa-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
45:06:00,순대 팔러,-To sell sausages. ,sundae palleo,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
45:14:00,다윗과 골리앗의 싸움이다,It's David and Goliath's fight. ,da-wisgwa golli-as-ui ssa-um-ida,Fight For My Way,2017,1,N + 이다,N + 이다,6
45:17:00,내가 185.6에 64kg짜리 슬림핏 다윗을 키워냈던 코치라고,"I'm the coach that trained a 185.6 cm tall
and 64 kg slim-fit David. ",naega 185.6e 64kgjjali seullimpis da-wis-eul ki-wonaessdeon kochilago,Fight For My Way,2017,1,내가,내가,5
45:23:00,나 꼬시려고 아직도 이러는 거면 헛고생하지 마요,"If you're still trying to get me
go back, give up now. ",na kkosilyeogo ajigdo ileoneun geomyeon heosgosaenghaji ma-yo,Fight For My Way,2017,1,V + 요,V + 요,2
45:27:00,나 태권도 다신 안 해요,I'm not going back to Taekwondo.,na taegwondo dasin an hae-yo,Fight For My Way,2017,1,V + 요,V + 요,2
45:29:00,내일모레면 서른인데 누가 국대로 써주기나 한대요?,"I'll be 30 soon.
I can't make the national team. ",nae-ilmolemyeon seoleun-inde nuga gugdaelo sseojugina handae-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
45:32:00,누가 태권도 하재?,Who told you to do Taekwondo?,nuga taegwondo hajae ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
45:34:00,추성훈이가 75년 토끼띠야,Choo Sung-hoon was born in 1975. ,chuseonghun-iga 75nyeon to-kki-tti-ya,Fight For My Way,2017,1,N + 야/이야,N + 야/이야,5
45:39:00,너 그 다리 놀릴 거야?,Are you going to waste your talented legs?,neo geu dali nollil geo-ya ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
45:39:00,너 발차기 하고 싶어 미치겠지 않아?,Don't you want to kick?,neo balchagi hago sip-eo michigessji anh-a ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
45:44:00,너보다 못 치는 놈들이 날아다니는 거 보면 미치겠지 않냐고!,"Doesn't it kill you to see men
worse than you up there?",neoboda mos chineun nomdeul-i nal-adanineun geo bomyeon michigessji anhnyago !,Fight For My Way,2017,1,너,너,6
45:47:00,격투기든 나발이든 운동 다신 안 해요,I won't do any sports ever again. ,gyeogtugideun nabal-ideun undong dasin an hae-yo,Fight For My Way,2017,1,V + 요,V + 요,2
45:51:00,그놈의 1등짜리 발차기는 2007년 11월 3일에 콱 죽었다고,"That number one roundhouse kick
died on November 3, 2007.",geunom-ui 1deungjjali balchagineun 2007nyeon 11wol 3il-e kwag jug-eossdago,Fight For My Way,2017,1,그놈,그놈,5
45:54:00,그니까 나 좀 냅둬요 나도 좀 살게!,"Please just leave me alone, so I can live.",geuni-kka na jom naebdwo-yo nado jom salge !,Fight For My Way,2017,1,"나도, V + ㄹ게","나도, V + ㄹ게",5
45:57:00,아직도 그 일을 못 털어내고 사냐?,You still haven't gotten over it?,ajigdo geu il-eul mos teol-eonaego sanya ?,Fight For My Way,2017,1,V + 냐,V + 냐,6
46:00:00,"그만 좀 잊어라, 잊어, 어?",-Please just forget about it.,"geuman jom ij-eola , ij-eo , eo ? ( dongman ) na undong dasin an hae-yo",Fight For My Way,2017,1,V + 라,V + 라,6
46:00:00,나 운동 다신 안 해요,-I won't go back to sports.,na undong dasin an hae-yo,Fight For My Way,2017,1,V + 요,V + 요,2
46:03:00,나 운동하면서 한 번도 행복했던 적이 없어요,I was never happy doing sports. ,na undonghamyeonseo han beondo haengboghaessdeon jeog-i eobs-eo-yo,Fight For My Way,2017,1,V + 요,V + 요,2
46:06:00,맨날 더럽게 쪽팔리고 더럽게 치열하기만 했지,"It was always humiliating
and it was way too intense. ",maennal deoleobge jjogpalligo deoleobge chi-yeolhagiman haessji,Fight For My Way,2017,1,V + 지,V + 지,5
46:10:00,"다신 안 해, 죽어도 안 해요!","I'll never do it again, never!","dasin an hae , jug-eodo an hae-yo !",Fight For My Way,2017,1,V + 요,V + 요,2
46:16:00,뭐가 치열하기라도 하냐?,Are you doing anything intense?,mwoga chi-yeolhagilado hanya ?,Fight For My Way,2017,1,V + 냐,V + 냐,6
46:25:00,가,Go.,[ tug deonjinda ] ga,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
46:28:00,"네, 가요","Okay, bye. ","ne , ga-yo",Fight For My Way,2017,1,V + 요,V + 요,2
46:43:00,자?,Is she sleeping?,[ jagge ] ja ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
46:45:00,"안 들려, 안 들려",Leave her alone. ,"[ jagge ] an deullyeo , an deullyeo",Fight For My Way,2017,1,V + 아/어,V + 아/어,5
46:49:00,쪽팔려서 현기증이 날 것 같다,I'm so humiliated that I feel sick.,( aela-ui dogbaeg ) jjogpallyeoseo hyeongijeung-i nal geos gatda,Fight For My Way,2017,1,V + 다,V + 다,6
47:00:00,왜 나는 이별까지 이렇게 모양 빠질까?,Why am I...so pathetic even with my breakup?,( aela-ui dogbaeg ) wae naneun,Fight For My Way,2017,1,V + ㄹ까,V + ㄹ까,5
47:09:00,다음은 안타까운 소식입니다,We have sad news. ,( ana-unseo ) da-eum-eun anta-kka-un sosig-ibnida,Fight For My Way,2017,1,,,1
47:13:00,결혼 3년 만에 파경을 맞은 것으로 알려져 충격을 주고 있습니다,"announced that her marriage is over
after three years. ",gyeolhon 3nyeon man-e pagyeong-eul maj-eun geos-eulo allyeojyeo chunggyeog-eul jugo iss-seubnida,Fight For My Way,2017,1,V + 습니다,V + 습니다,1
47:17:00,얘 그 아나운서 몇 년 하다가 재벌 집에 시집간 애 아니야?,She's the one who married a business guy.,yae geu ana-unseo myeoch nyeon hadaga jaebeol jib-e sijibgan ae ani-ya ?,Fight For My Way,2017,1,"애, 얘, 야","애, 얘, 야",5
47:21:00,그러네,"Yes, that's her. ",geuleone,Fight For My Way,2017,1,그러네,그러네,4
47:43:00,그거 뭐예요?,What's that?,geugeo mwo-ye-yo ? [ ladi-o soli ],Fight For My Way,2017,1,V + 요,V + 요,2
47:46:00,왜 이래요?,What's wrong with you?,wae ilae-yo ?,Fight For My Way,2017,1,V + 요,V + 요,2
47:46:00,"누나, 왜?",What's wrong with you?,"nuna , wae ?",Fight For My Way,2017,1,V + 아/어,V + 아/어,5
47:47:00,무섭게 왜?,"-Why are you...
-There's a person!",museobge wae ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
47:55:00,"누나, 누나, 괜찮아요? 괜찮아요? 어떡해","Oh no, are you okay?","nuna , nuna , gwaenchanh-a-yo ? gwaenchanh-a-yo ? eo-tteoghae",Fight For My Way,2017,1,V + 요,V + 요,2
47:57:00,괜찮아요? 괜찮아요?,Are you okay?,gwaenchanh-a-yo ? gwaenchanh-a-yo ? [ nollan soli ],Fight For My Way,2017,1,V + 요,V + 요,2
48:09:00,"선생님! 선생님, 선생님, 괜찮으세요?","Sir, are you okay?","seonsaengnim ! seonsaengnim , seonsaengnim , gwaenchanh-euse-yo ?",Fight For My Way,2017,1,V + 요,V + 요,2
48:28:00,"아, 근데 형님, 괜찮으세요?",Are you okay?,"a , geunde hyeongnim , gwaenchanh-euse-yo ? ileohge sege bag-a ...",Fight For My Way,2017,1,V + 요,V + 요,2
48:32:00,"야, 일어나지 마 보험 불러","-Stay down, call your insurance.","ya, il-eonaji ma boheom bulleo",Fight For My Way,2017,1,V + 아/어,V + 아/어,5
48:35:00,같이 있었어?,You were with him?,gat-i iss-eoss-eo ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
48:42:00,경찰 부르고 보험 처리해,Call the police and the insurance company.,gyeongchal buleugo boheom cheolihae,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
48:45:00,아주 CT 싹 찍고 병원에 드러누워,Go to a hospital and get treated. ,aju CT ssag jjiggo byeong-won-e deuleonu-wo,Fight For My Way,2017,1,V + 아/어,V + 아/어,5
48:51:00,둘이 싸웠나?,Did you guys fight?,dul-i ssa-wossna ?,Fight For My Way,2017,1,V + 아/어,V + 아/어,4
48:54:00,"아, 근데 이분은 누구신가?",Who is she?,"a , geunde ibun-eun nugusinga ? jane imonim-isinga ?",Fight For My Way,2017,1,,,4
48:54:00,자네 이모님이신가?,Is she your aunt?,"a , geunde ibun-eun nugusinga ? jane imonim-isinga ?",Fight For My Way,2017,1,,,4
49:10:00,"아, 무기 엄마라고?","Oh, she's Moo-ki's mom.
Hello, ma'am. ","a , mugi eommalago ? a-igo , eomeonim annyeonghase-yo",Fight For My Way,2017,1,V + 요,V + 요,5
49:10:00,"아이고, 어머님 안녕하세요","Oh, she's Moo-ki's mom.
Hello, ma'am. ","a , mugi eommalago ? a-igo , eomeonim annyeonghase-yo",Fight For My Way,2017,1,V + 요,V + 요,2
49:13:00,"이런 데서 뵙네요, 아이, 참",What a place to meet you. ," ileon deseo boebne-yo , a-i , cham",Fight For My Way,2017,1,V + 요,V + 요,2
49:58:00,"아이고, 선생님 이성을 찾으시죠","-Sir, please be rational.
-Hey.","a-igo , seonsaengnim iseong-eul chaj-eusijyo",Fight For My Way,2017,1,"V + 시, V + 죠","V + 시, V + 죠",2
50:26:00,"야, 여기 상처 났냐? 봐봐",Did I get hurt?,"( dongman ) ya , yeogi sangcheo nassnya ? bwabwa",Fight For My Way,2017,1,,,6
50:38:00,"어, 괜찮네",They're fine. ,"eo , gwaenchanhne",Fight For My Way,2017,1,,,4
50:40:00,"야, 그 아줌마 뭔 운동했댔냐?",Did that lady play sports or something?,"ya , geu ajumma mwon undonghaessdaessnya ?",Fight For My Way,2017,1,,,6
50:45:00,그 아줌마 팔뚝이 열무 담가서 수억 버는 팔뚝이란다,"She made money making radish kimchi
with those arms. ",geu ajumma pal-ttug-i yeolmu damgaseo su-eog beoneun pal-ttug-ilanda,Fight For My Way,2017,1,,,6
50:53:00,"등신, 너 태권도 하던 놈 맞냐?",Idiot. Did you actually ever do Taekwondo?,"deungsin , neo taegwondo hadeon nom majnya ?",Fight For My Way,2017,1,,,6
50:56:00,"야, 그럼 뭐 애기 가진 아줌마한테 돌려차기라도 할까?","And then what? Roundhouse kick
a pregnant woman?","ya , geuleom mwo aegi gajin ajummahante dollyeochagilado halkka ?",Fight For My Way,2017,1,,,5
51:03:00,하다 하다 이제 고시생한테까지 차이고 다니냐?,"Now, you get dumped
by someone still studying?",hada hada ije gosisaenghante-kkaji cha-igo daninya ?,Fight For My Way,2017,1,,,6
51:08:00,"아, 대외적으론 내가 찬 거로 해",Tell everyone that I dumped him. ,"a , dae-oejeog-eulon naega chan geolo hae",Fight For My Way,2017,1,,,5
51:12:00,"아유, 진짜 왜 그러고 다니냐? 사람 속 터지게","What's wrong with you?
This is so frustrating. ","a-yu , jin-jja wae geuleogo daninya ? salam sog teojige",Fight For My Way,2017,1,,,6
55:38:00,"아저씨, 여기 카드 되죠?",Do you take credit card?,"ajeo-ssi , yeogi kadeu doejyo ?",Fight For My Way,2017,1,,,2
56:08:00,편하냐?,"-Are they comfortable?
-Yes.","[ geol-eoganda ] ( dongman ) pyeonhanya ? eo , dige pyeonhae [ dongman-ui us-eum ]",Fight For My Way,2017,1,,,6
56:08:00,어디게 편해,"-Are they comfortable?
-Yes.","[ geol-eoganda ] ( dongman ) pyeonhanya ? eo , dige pyeonhae [ dongman-ui us-eum ]",Fight For My Way,2017,1,,,5
56:19:00,"야, 술 주머니 아니다 그런 용도로 쓰라고 사준 게 아니에요","Hey, that's not for alcohol.
That's not why I got it for you. ","ya , sul jumeoni anida geuleon yongdolo sseulago sajun ge ani-e-yo",Fight For My Way,2017,1,,,2
56:34:00,금방 그렇게 헤헤거리고 싶냐?,Why do you giggle like that?,geumbang geuleohge hehegeoligo sipnya ?,Fight For My Way,2017,1,,,6
56:57:00,너 심쿵했냐?,Did this make your heart flutter?,neo simkunghaessnya ?,Fight For My Way,2017,1,,,6
58:01:00,오늘 강남에서 펼쳐진 고교 태권도 전국체전에선 본 경기보다 더욱 재미있는 장외 경기가 펼쳐졌는데요,"At the National Sports Festival
held in Gangnam yesterday, something more interesting
than the actual matches took place.",oneul gangnam-eseo pyeolchyeojin gogyo taegwondo jeongugchejeon-eseon bon gyeonggiboda deo-ug jaemi-issneun jang-oe gyeonggiga pyeolchyeojyeossneunde-yo,Fight For My Way,2017,1,,,2
58:08:00,오늘의 라스트 영상을 보시면서 스포츠 뉴스 여기서 마치겠습니다,"We'll end the sports news
with our last video of the day. ",oneul-ui laseuteu yeongsang-eul bosimyeonseo seupocheu nyuseu yeogiseo machigess-seubnida,Fight For My Way,2017,1,,,1
58:45:00,너 군대 안 갔다 왔냐?,Didn't you serve in the army?,neo gundae an gassda wassnya ?,Fight For My Way,2017,1,,,6
58:58:00,"애라야, 나 좀 살려주라","Ae-ra, please save me. ","( chansug ) aela-ya , na jom sallyeojula",Fight For My Way,2017,1,,,6
59:00:00,좀 놀 줄 아는 하객이란 걸 확실히 보여주시길 바랍니다,Please show us you can party. ,( aela ) jom nol jul aneun hagaeg-ilan geol hwagsilhi bo-yeojusigil balabnida,Fight For My Way,2017,1,,,1
59:06:00,이따 집에 갈 때 혼자 버스 타고 가세요,Take the bus back home later.,i-tta jib-e gal ttae honja beoseu tago gase-yo,Fight For My Way,2017,1,,,2
59:09:00,뭔 일 있어?,What's going on?,mwon il iss-eo ?,Fight For My Way,2017,1,,,5
59:10:00,나 좀 데리러 와,Can you pick me up?,na jom delileo wa,Fight For My Way,2017,1,,,5
59:11:00,말 똑바로 못 해?,Say that again!,( dongman ) mal ttogbalo mos hae ?,Fight For My Way,2017,1,,,5
1:21,"홍시, 괜찮아?","-Persimmon. Do I sound okay?
-Let's get going.","[ sujeong-i ibsul-eul puleuleu teonda ] hongsi , gwaenchanh-a ?",My Only Love Song,2017,1,,,5
1:23,"예, 가겠습니다",-Let's get going. Let's roll.,"- ( gamdog ) jogamdog , gaja - ( jogamdog ) ye , gagess-seubnida",My Only Love Song,2017,1,,,1
1:26,"자, 갈게요",Let's roll. Ready.,"- ( jogamdog ) ja , galge-yo - ( gamdog ) ja , ledi",My Only Love Song,2017,1,,,2
1:33,어찌 홍시라고 생각했느냐 하시면 제가 어떻게 대답을 해야 할까요?,"What am I supposed to say when you ask me
why I said it was persimmon?",eo-jji hongsilago saenggaghaessneunya hasimyeon jega eo-tteohge daedab-eul hae-ya halkka-yo ?,My Only Love Song,2017,1,,,2
2:05,"안 해, 안 해, 안 해","-This is so frustrating.
-I refuse. Hey, stupid!","( sujeong ) an hae , an hae , an hae",My Only Love Song,2017,1,,,5
2:40,"뒤질래, 너 진짜?","Hey, Sam-yong,
who told you to lounge around?","dwijillae , neo jin-jja ? eodi ga iss-eoss-eo ?",My Only Love Song,2017,1,,,5
2:40,어디 가 있었어?,Where have you been?,"dwijillae , neo jin-jja ? eodi ga iss-eoss-eo ?",My Only Love Song,2017,1,,,5
2:42,"누나, 대박입니다","Su-jeong, this is a masterpiece.","nuna , daebag-ibnida",My Only Love Song,2017,1,,,1
5:12,정말로 상상일 뿐이었다,It was really just in his imagination.,( haeseol ) jeongmallo sangsang-il ppun-i-eossda,My Only Love Song,2017,1,,,6
5:33,상상이 아니었다,"-It wasn't his imagination.
-What's wrong?",( haeseol ) sangsang-i ani-eossda,My Only Love Song,2017,1,,,6
5:35,"어허, 웬 소란이냐",What's that sound?,"( sa-tto ) eoheo , wen solan-inya [ jadongcha gyeongbo-eum ]",My Only Love Song,2017,1,,,6
5:38,멈춰라!,Stop!,meomchwola !,My Only Love Song,2017,1,,,6
5:41,"이 나라 공주의 명이다 멈춰라, 붕붕","As the princess of this nation,
I command you to stop!","( sujeong ) i nala gongju-ui myeong-ida meomchwola , bungbung",My Only Love Song,2017,1,,,6
6:16,뒤탈 나는 거 아닙니까?,What should we do with it?,( jang-in ) [ heosgichimhamyeo ] dwital naneun geo anibni-kka ?,My Only Love Song,2017,1,,,1
6:29,걱정 말고 그냥 깔끔하게 처리해,So don't worry and sell it off.,geogjeong malgo geunyang kkalkkeumhage cheolihae,My Only Love Song,2017,1,,,5
6:33,한꺼번에 태워서 녹여 팔든지 해야겠습니다요,"I should melt it all at once
and sell it off.",hankkeobeon-e tae-woseo nog-yeo paldeunji hae-yagess-seubnida-yo,My Only Love Song,2017,1,,,1
6:39,깜짝이야!,What happened?,( ibang ) kkamjjag-i-ya !,My Only Love Song,2017,1,,,5
6:41,"깜짝이야, 인마, 이거!",You startled me! I'm sorry.,"kkamjjag-i-ya , inma , igeo !",My Only Love Song,2017,1,,,5
6:45,이놈 자식이,"-All right.
-Okay.",inom jasig-i [ ibang-ui heosgichim ],My Only Love Song,2017,1,,,5
6:47,"거, 조심하지, 자식이",You should be careful.,"geo , josimhaji , jasig-i [ heosgichim ]",My Only Love Song,2017,1,,,5
7:15,"아니, 아...",What?,"ani , a ...",My Only Love Song,2017,1,,,5
7:17,"하, 한꺼번에 태워서 녹여?",Are they going to melt it all at once?,"ha , hankkeobeon-e tae-woseo [ seulpeun eum-ag ]",My Only Love Song,2017,1,,,5
7:24,녹여,Are they really?,[ heuneu-kkimyeo ] nog-yeo,My Only Love Song,2017,1,,,5
7:26,그 순간 현실에서는 불가능한 일이 일어났다,"Just then, a miracle happened.",( haeseol ) geu sungan hyeonsil-eseoneun bulganeunghan il-i il-eonassda,My Only Love Song,2017,1,,,6
7:43,보고 싶다,"The crazy lady that she is, nevertheless.",( haeseol ) bogo sipda,My Only Love Song,2017,1,,,6
7:51,어디서 뭐 하는 거예요,Where is she? What is she doing?,eodiseo mwo haneun geo-ye-yo,My Only Love Song,2017,1,,,2
8:14,"어디 있냐, 내 차",Where is my car?,"eodi issnya , nae cha",My Only Love Song,2017,1,,,6
8:22,"뭐야, 이 새끼",Who is this jerk?,"mwo-ya , i sae-kki",My Only Love Song,2017,1,,,5
14:15,목적지가 설정되었습니다,-You're destination is set.,mogjeogjiga seoljeongdoe-eoss-seubnida,My Only Love Song,2017,1,,,1
14:15,"말했니, 지금?",-Did it just speak?,"malhaessni , jigeum ?",My Only Love Song,2017,1,,,5
14:26,사람인 게냐!,Is someone inside?,salam-in genya !,My Only Love Song,2017,1,,,6
17:09,안 내리냐?,Aren't you getting out?,( sujeong ) an naelinya ?,My Only Love Song,2017,1,,,6
22:14,전방에 안개입니다,There is fog on the road.,( naebige-isyeon ) jeonbang-e angae-ibnida,My Only Love Song,2017,1,,,1
22:20,잠시 후 떨어집니다,-We will fall shortly.,jamsi hu tteol-eojibnida,My Only Love Song,2017,1,,,1
22:23,꽉 잡으시기 바랍니다,Please brace yourself.,( naebige-isyeon ) kkwag jab-eusigi balabnida,My Only Love Song,2017,1,,,1
23:02,"이씨, 야, 이 내비 년아 여기가 어떻게 목적지야","You stupid navigation system,
how can you say we have arrived?","i-ssi , ya , i naebi nyeon-a yeogiga eo-tteohge mogjeogji-ya",My Only Love Song,2017,1,,,5
23:09,궐 세트랑 똑같네,It looks just like the palace set.,gwol seteulang ttoggatne,My Only Love Song,2017,1,,,4
23:15,"이씨, 내비 저거 여기는 왜 와 가지고, 진짜",Why did it bring us here?,"i-ssi , naebi jeogeo yeogineun wae wa gajigo , jin-jja",My Only Love Song,2017,1,,,5
23:24,다음에는 목을 맞힐 것이다,I won't miss it next time.,da-eum-eneun mog-eul majhil geos-ida,My Only Love Song,2017,1,,,6
23:32,저 새의 주인이 너희냐,Are you the owner of that bird?,jeo sae-ui ju-in-i neohuinya,My Only Love Song,2017,1,,,6
23:41,나를 데리러 온 것이냐?,Did you come to take me away? Well...,naleul delileo on geos-inya ?,My Only Love Song,2017,1,,,6
23:44,네가 누군데?,"-Who are you?
-Me?",nega nugunde ?,My Only Love Song,2017,1,,,5
23:48,"나는 이 나라의 공주, 평강이다","I'm the princess of this country,
Pyeong-gang.","naneun i nala-ui gongju , pyeonggang-ida",My Only Love Song,2017,1,,,6
25:00,숙여야 내가 올라탈 것이 아니냐,You need to bend over for me to ride you.,sug-yeo-ya naega ollatal geos-i aninya,My Only Love Song,2017,1,,,6
25:53,"뭐야, 너, 너 여기 왜 있어?",Who are you? Why are you here?,"mwo-ya , neo , neo yeogi wae iss-eo ?",My Only Love Song,2017,1,,,5
25:56,'왜 여기 있어'?,Why am I here?,' wae yeogi iss-eo ' ?,My Only Love Song,2017,1,,,5
26:01,"온달, 네가 미쳤구나","On Dal, you have really lost it this time.","ondal , nega michyeossguna",My Only Love Song,2017,1,,,5
26:04,"야, 이게 다 너 때문이야 네가 나타나고 내가 안 하던 짓을 하잖아","Nan-nyeon, this is all your fault.
You have got me doing crazy things.","ya , ige da neo ttaemun-i-ya nega natanago naega an hadeon jis-eul hajanh-a",My Only Love Song,2017,1,,,5
45s,가장 먼저 출근을 했다,I was the first person to arrive at work.,( baeggi )   gajang   meonjeo   chulgeun-eul   haessda,Misaeng,2016,6,V + 다,V + 다,6
49s,아무도 없는 사무실에 들어서는 것이 정말 기분 좋았다,If felt great to be the only one here.,amudo   eobsneun   samusil-e   deul-eoseoneun   geos-i   jeongmal   gibun   joh-assda,Misaeng,2016,6,V + 다,V + 다,6
55s,'내가 문을 연다'라는 느낌이 들었기 때문이다,"It was because I felt like I was the one
opening business for the day.",' naega   mun-eul   yeonda ' laneun   neu-kkim-i   deul-eossgi   ttaemun-ida,Misaeng,2016,6,N + 다,N + 다,6
1:02,어릴 적 동네 문방구 아저씨는 문을 열면 언제나 수도를 틀어 가게 앞을 청소했다,"When I was a kid,
a stationery shop owner would always open his shop and clean the front.",( baeggi )   eolil   jeog   dongne   munbanggu   ajeo-ssineun mun-eul   yeolmyeon   eonjena   sudoleul   teul-eo   gage   ap-eul   cheongsohaessda,Misaeng,2016,6,N + 다,N + 다,6
